no	scene	subfolder	image_id	objects	labels	boxes	query	truth
669	kitchen_small	kitchen_small_1	92	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(137, 194, 171, 130),(271, 9, 117, 164),(303, 159, 41, 62),(417, 106, 41, 68),(447, 100, 41, 69),(559, 37, 40, 43),(604, 51, 36, 33)	flashlight	(0,0,1,0,0,0,0)
670	kitchen_small	kitchen_small_1	92	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(137, 194, 171, 130),(271, 9, 117, 164),(303, 159, 41, 62),(417, 106, 41, 68),(447, 100, 41, 69),(559, 37, 40, 43),(604, 51, 36, 33)	orange drink	(0,0,0,1,0,0,0)
671	kitchen_small	kitchen_small_1	92	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(137, 194, 171, 130),(271, 9, 117, 164),(303, 159, 41, 62),(417, 106, 41, 68),(447, 100, 41, 69),(559, 37, 40, 43),(604, 51, 36, 33)	blue soda can	(0,0,0,0,1,0,0)
672	kitchen_small	kitchen_small_1	92	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(137, 194, 171, 130),(271, 9, 117, 164),(303, 159, 41, 62),(417, 106, 41, 68),(447, 100, 41, 69),(559, 37, 40, 43),(604, 51, 36, 33)	coffee mug	(0,0,0,0,0,1,0)
673	kitchen_small	kitchen_small_1	92	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(137, 194, 171, 130),(271, 9, 117, 164),(303, 159, 41, 62),(417, 106, 41, 68),(447, 100, 41, 69),(559, 37, 40, 43),(604, 51, 36, 33)	bowl	(0,0,0,0,0,0,1)
668	kitchen_small	kitchen_small_1	93	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(138, 192, 173, 129),(277, 16, 117, 161),(306, 163, 41, 61),(421, 113, 42, 68),(451, 108, 42, 69),(565, 51, 40, 42),(610, 65, 30, 33)	cap	(1,0,0,0,0,0,0)
669	kitchen_small	kitchen_small_1	93	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(138, 192, 173, 129),(277, 16, 117, 161),(306, 163, 41, 61),(421, 113, 42, 68),(451, 108, 42, 69),(565, 51, 40, 42),(610, 65, 30, 33)	cereal box	(0,1,0,0,0,0,0)
670	kitchen_small	kitchen_small_1	93	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(138, 192, 173, 129),(277, 16, 117, 161),(306, 163, 41, 61),(421, 113, 42, 68),(451, 108, 42, 69),(565, 51, 40, 42),(610, 65, 30, 33)	flashlight	(0,0,1,0,0,0,0)
671	kitchen_small	kitchen_small_1	93	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(138, 192, 173, 129),(277, 16, 117, 161),(306, 163, 41, 61),(421, 113, 42, 68),(451, 108, 42, 69),(565, 51, 40, 42),(610, 65, 30, 33)	orange soda can	(0,0,0,1,0,0,0)
672	kitchen_small	kitchen_small_1	93	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(138, 192, 173, 129),(277, 16, 117, 161),(306, 163, 41, 61),(421, 113, 42, 68),(451, 108, 42, 69),(565, 51, 40, 42),(610, 65, 30, 33)	blue soda can	(0,0,0,0,1,0,0)
673	kitchen_small	kitchen_small_1	93	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(138, 192, 173, 129),(277, 16, 117, 161),(306, 163, 41, 61),(421, 113, 42, 68),(451, 108, 42, 69),(565, 51, 40, 42),(610, 65, 30, 33)	coffee mug	(0,0,0,0,0,1,0)
674	kitchen_small	kitchen_small_1	93	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(138, 192, 173, 129),(277, 16, 117, 161),(306, 163, 41, 61),(421, 113, 42, 68),(451, 108, 42, 69),(565, 51, 40, 42),(610, 65, 30, 33)	bowl	(0,0,0,0,0,0,1)
669	kitchen_small	kitchen_small_1	94	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(122, 174, 181, 132),(274, 1, 121, 162),(300, 149, 42, 62),(420, 100, 44, 70),(451, 96, 43, 70),(569, 41, 41, 44),(615, 58, 25, 33)	The cap left from the red flashlight	(1,0,0,0,0,0,0)
670	kitchen_small	kitchen_small_1	94	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(122, 174, 181, 132),(274, 1, 121, 162),(300, 149, 42, 62),(420, 100, 44, 70),(451, 96, 43, 70),(569, 41, 41, 44),(615, 58, 25, 33)	brown cereal box	(0,1,0,0,0,0,0)
671	kitchen_small	kitchen_small_1	94	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(122, 174, 181, 132),(274, 1, 121, 162),(300, 149, 42, 62),(420, 100, 44, 70),(451, 96, 43, 70),(569, 41, 41, 44),(615, 58, 25, 33)	The flashlight in front of the Chex	(0,0,1,0,0,0,0)
672	kitchen_small	kitchen_small_1	94	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(122, 174, 181, 132),(274, 1, 121, 162),(300, 149, 42, 62),(420, 100, 44, 70),(451, 96, 43, 70),(569, 41, 41, 44),(615, 58, 25, 33)	orange soda can	(0,0,0,1,0,0,0)
673	kitchen_small	kitchen_small_1	94	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(122, 174, 181, 132),(274, 1, 121, 162),(300, 149, 42, 62),(420, 100, 44, 70),(451, 96, 43, 70),(569, 41, 41, 44),(615, 58, 25, 33)	blue soda can	(0,0,0,0,1,0,0)
674	kitchen_small	kitchen_small_1	94	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(122, 174, 181, 132),(274, 1, 121, 162),(300, 149, 42, 62),(420, 100, 44, 70),(451, 96, 43, 70),(569, 41, 41, 44),(615, 58, 25, 33)	white coffee mug	(0,0,0,0,0,1,0)
675	kitchen_small	kitchen_small_1	94	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(122, 174, 181, 132),(274, 1, 121, 162),(300, 149, 42, 62),(420, 100, 44, 70),(451, 96, 43, 70),(569, 41, 41, 44),(615, 58, 25, 33)	white bowl	(0,0,0,0,0,0,1)
670	kitchen_small	kitchen_small_1	95	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(83, 167, 199, 143),(258, 1, 128, 154),(282, 142, 41, 65),(412, 91, 45, 74),(444, 88, 46, 74),(568, 33, 43, 46),(615, 51, 25, 35)	cap	(1,0,0,0,0,0,0)
671	kitchen_small	kitchen_small_1	95	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(83, 167, 199, 143),(258, 1, 128, 154),(282, 142, 41, 65),(412, 91, 45, 74),(444, 88, 46, 74),(568, 33, 43, 46),(615, 51, 25, 35)	cereal box	(0,1,0,0,0,0,0)
672	kitchen_small	kitchen_small_1	95	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(83, 167, 199, 143),(258, 1, 128, 154),(282, 142, 41, 65),(412, 91, 45, 74),(444, 88, 46, 74),(568, 33, 43, 46),(615, 51, 25, 35)	flashlight	(0,0,1,0,0,0,0)
673	kitchen_small	kitchen_small_1	95	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(83, 167, 199, 143),(258, 1, 128, 154),(282, 142, 41, 65),(412, 91, 45, 74),(444, 88, 46, 74),(568, 33, 43, 46),(615, 51, 25, 35)	Welchs	(0,0,0,1,0,0,0)
674	kitchen_small	kitchen_small_1	95	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(83, 167, 199, 143),(258, 1, 128, 154),(282, 142, 41, 65),(412, 91, 45, 74),(444, 88, 46, 74),(568, 33, 43, 46),(615, 51, 25, 35)	cola can	(0,0,0,0,1,0,0)
675	kitchen_small	kitchen_small_1	95	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(83, 167, 199, 143),(258, 1, 128, 154),(282, 142, 41, 65),(412, 91, 45, 74),(444, 88, 46, 74),(568, 33, 43, 46),(615, 51, 25, 35)	coffee mug	(0,0,0,0,0,1,0)
676	kitchen_small	kitchen_small_1	95	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(83, 167, 199, 143),(258, 1, 128, 154),(282, 142, 41, 65),(412, 91, 45, 74),(444, 88, 46, 74),(568, 33, 43, 46),(615, 51, 25, 35)	bowl	(0,0,0,0,0,0,1)
671	kitchen_small	kitchen_small_1	96	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(19, 200, 224, 159),(223, 2, 134, 179),(248, 167, 47, 71),(387, 113, 46, 76),(421, 109, 46, 76),(549, 51, 42, 46),(596, 68, 44, 35)	cap	(1,0,0,0,0,0,0)
672	kitchen_small	kitchen_small_1	96	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(19, 200, 224, 159),(223, 2, 134, 179),(248, 167, 47, 71),(387, 113, 46, 76),(421, 109, 46, 76),(549, 51, 42, 46),(596, 68, 44, 35)	cereal box	(0,1,0,0,0,0,0)
673	kitchen_small	kitchen_small_1	96	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(19, 200, 224, 159),(223, 2, 134, 179),(248, 167, 47, 71),(387, 113, 46, 76),(421, 109, 46, 76),(549, 51, 42, 46),(596, 68, 44, 35)	flashlight	(0,0,1,0,0,0,0)
674	kitchen_small	kitchen_small_1	96	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(19, 200, 224, 159),(223, 2, 134, 179),(248, 167, 47, 71),(387, 113, 46, 76),(421, 109, 46, 76),(549, 51, 42, 46),(596, 68, 44, 35)	orange drink	(0,0,0,1,0,0,0)
675	kitchen_small	kitchen_small_1	96	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(19, 200, 224, 159),(223, 2, 134, 179),(248, 167, 47, 71),(387, 113, 46, 76),(421, 109, 46, 76),(549, 51, 42, 46),(596, 68, 44, 35)	blue soda can	(0,0,0,0,1,0,0)
676	kitchen_small	kitchen_small_1	96	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(19, 200, 224, 159),(223, 2, 134, 179),(248, 167, 47, 71),(387, 113, 46, 76),(421, 109, 46, 76),(549, 51, 42, 46),(596, 68, 44, 35)	coffee mug	(0,0,0,0,0,1,0)
677	kitchen_small	kitchen_small_1	96	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(19, 200, 224, 159),(223, 2, 134, 179),(248, 167, 47, 71),(387, 113, 46, 76),(421, 109, 46, 76),(549, 51, 42, 46),(596, 68, 44, 35)	bowl	(0,0,0,0,0,0,1)
672	kitchen_small	kitchen_small_1	97	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(1, 218, 208, 177),(192, 1, 143, 190),(219, 175, 46, 78),(369, 117, 49, 80),(406, 112, 48, 80),(539, 49, 43, 47),(587, 67, 53, 36)	cap	(1,0,0,0,0,0,0)
673	kitchen_small	kitchen_small_1	97	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(1, 218, 208, 177),(192, 1, 143, 190),(219, 175, 46, 78),(369, 117, 49, 80),(406, 112, 48, 80),(539, 49, 43, 47),(587, 67, 53, 36)	cereal box	(0,1,0,0,0,0,0)
674	kitchen_small	kitchen_small_1	97	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(1, 218, 208, 177),(192, 1, 143, 190),(219, 175, 46, 78),(369, 117, 49, 80),(406, 112, 48, 80),(539, 49, 43, 47),(587, 67, 53, 36)	flashlight	(0,0,1,0,0,0,0)
675	kitchen_small	kitchen_small_1	97	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(1, 218, 208, 177),(192, 1, 143, 190),(219, 175, 46, 78),(369, 117, 49, 80),(406, 112, 48, 80),(539, 49, 43, 47),(587, 67, 53, 36)	orange drink	(0,0,0,1,0,0,0)
676	kitchen_small	kitchen_small_1	97	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(1, 218, 208, 177),(192, 1, 143, 190),(219, 175, 46, 78),(369, 117, 49, 80),(406, 112, 48, 80),(539, 49, 43, 47),(587, 67, 53, 36)	Pepsi	(0,0,0,0,1,0,0)
677	kitchen_small	kitchen_small_1	97	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(1, 218, 208, 177),(192, 1, 143, 190),(219, 175, 46, 78),(369, 117, 49, 80),(406, 112, 48, 80),(539, 49, 43, 47),(587, 67, 53, 36)	coffee mug	(0,0,0,0,0,1,0)
678	kitchen_small	kitchen_small_1	97	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(1, 218, 208, 177),(192, 1, 143, 190),(219, 175, 46, 78),(369, 117, 49, 80),(406, 112, 48, 80),(539, 49, 43, 47),(587, 67, 53, 36)	bowl	(0,0,0,0,0,0,1)
673	kitchen_small	kitchen_small_1	98	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(1, 231, 167, 184),(159, 1, 155, 192),(185, 178, 51, 86),(350, 117, 52, 86),(389, 112, 51, 85),(531, 45, 45, 49),(580, 63, 56, 38)	cap	(1,0,0,0,0,0,0)
674	kitchen_small	kitchen_small_1	98	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(1, 231, 167, 184),(159, 1, 155, 192),(185, 178, 51, 86),(350, 117, 52, 86),(389, 112, 51, 85),(531, 45, 45, 49),(580, 63, 56, 38)	cereal box	(0,1,0,0,0,0,0)
675	kitchen_small	kitchen_small_1	98	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(1, 231, 167, 184),(159, 1, 155, 192),(185, 178, 51, 86),(350, 117, 52, 86),(389, 112, 51, 85),(531, 45, 45, 49),(580, 63, 56, 38)	flashlight	(0,0,1,0,0,0,0)
676	kitchen_small	kitchen_small_1	98	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(1, 231, 167, 184),(159, 1, 155, 192),(185, 178, 51, 86),(350, 117, 52, 86),(389, 112, 51, 85),(531, 45, 45, 49),(580, 63, 56, 38)	Welchs	(0,0,0,1,0,0,0)
677	kitchen_small	kitchen_small_1	98	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(1, 231, 167, 184),(159, 1, 155, 192),(185, 178, 51, 86),(350, 117, 52, 86),(389, 112, 51, 85),(531, 45, 45, 49),(580, 63, 56, 38)	blue soda can	(0,0,0,0,1,0,0)
678	kitchen_small	kitchen_small_1	98	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(1, 231, 167, 184),(159, 1, 155, 192),(185, 178, 51, 86),(350, 117, 52, 86),(389, 112, 51, 85),(531, 45, 45, 49),(580, 63, 56, 38)	coffee mug	(0,0,0,0,0,1,0)
679	kitchen_small	kitchen_small_1	98	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(1, 231, 167, 184),(159, 1, 155, 192),(185, 178, 51, 86),(350, 117, 52, 86),(389, 112, 51, 85),(531, 45, 45, 49),(580, 63, 56, 38)	bowl	(0,0,0,0,0,0,1)
674	kitchen_small	kitchen_small_1	99	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(1, 282, 162, 197),(162, 17, 159, 211),(183, 214, 56, 93),(358, 150, 54, 89),(399, 145, 53, 88),(543, 73, 47, 49),(595, 91, 45, 38)	W cap	(1,0,0,0,0,0,0)
675	kitchen_small	kitchen_small_1	99	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(1, 282, 162, 197),(162, 17, 159, 211),(183, 214, 56, 93),(358, 150, 54, 89),(399, 145, 53, 88),(543, 73, 47, 49),(595, 91, 45, 38)	The cereal box right from the flashlight	(0,1,0,0,0,0,0)
676	kitchen_small	kitchen_small_1	99	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(1, 282, 162, 197),(162, 17, 159, 211),(183, 214, 56, 93),(358, 150, 54, 89),(399, 145, 53, 88),(543, 73, 47, 49),(595, 91, 45, 38)	The flashlight left from the brown cereal box	(0,0,1,0,0,0,0)
677	kitchen_small	kitchen_small_1	99	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(1, 282, 162, 197),(162, 17, 159, 211),(183, 214, 56, 93),(358, 150, 54, 89),(399, 145, 53, 88),(543, 73, 47, 49),(595, 91, 45, 38)	Welchs	(0,0,0,1,0,0,0)
678	kitchen_small	kitchen_small_1	99	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(1, 282, 162, 197),(162, 17, 159, 211),(183, 214, 56, 93),(358, 150, 54, 89),(399, 145, 53, 88),(543, 73, 47, 49),(595, 91, 45, 38)	blue soda can	(0,0,0,0,1,0,0)
679	kitchen_small	kitchen_small_1	99	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(1, 282, 162, 197),(162, 17, 159, 211),(183, 214, 56, 93),(358, 150, 54, 89),(399, 145, 53, 88),(543, 73, 47, 49),(595, 91, 45, 38)	coffee mug	(0,0,0,0,0,1,0)
680	kitchen_small	kitchen_small_1	99	cap,cereal box,flashlight,soda can,soda can,coffee mug,bowl	cap_1,cereal_box_2,flashlight_2,soda_can_6,soda_can_1,coffee_mug_5,bowl_4	(1, 282, 162, 197),(162, 17, 159, 211),(183, 214, 56, 93),(358, 150, 54, 89),(399, 145, 53, 88),(543, 73, 47, 49),(595, 91, 45, 38)	tall bowl	(0,0,0,0,0,0,1)
675	meeting_small	meeting_small_1	1	bowl,coffee mug	bowl_3,coffee_mug_5	(1, 248, 34, 53),(1, 264, 47, 94)	bowl	(1,0)
676	meeting_small	meeting_small_1	1	bowl,coffee mug	bowl_3,coffee_mug_5	(1, 248, 34, 53),(1, 264, 47, 94)	coffee mug	(0,1)
676	meeting_small	meeting_small_1	10	cereal box,flashlight,bowl,soda can,coffee mug	cereal_box_1,flashlight_2,bowl_3,soda_can_1,coffee_mug_5	(1, 318, 49, 162),(89, 329, 85, 63),(170, 272, 81, 65),(197, 221, 37, 61),(203, 327, 66, 90)	cereal box	(1,0,0,0,0)
677	meeting_small	meeting_small_1	10	cereal box,flashlight,bowl,soda can,coffee mug	cereal_box_1,flashlight_2,bowl_3,soda_can_1,coffee_mug_5	(1, 318, 49, 162),(89, 329, 85, 63),(170, 272, 81, 65),(197, 221, 37, 61),(203, 327, 66, 90)	flashlight	(0,1,0,0,0)
678	meeting_small	meeting_small_1	10	cereal box,flashlight,bowl,soda can,coffee mug	cereal_box_1,flashlight_2,bowl_3,soda_can_1,coffee_mug_5	(1, 318, 49, 162),(89, 329, 85, 63),(170, 272, 81, 65),(197, 221, 37, 61),(203, 327, 66, 90)	bowl	(0,0,1,0,0)
679	meeting_small	meeting_small_1	10	cereal box,flashlight,bowl,soda can,coffee mug	cereal_box_1,flashlight_2,bowl_3,soda_can_1,coffee_mug_5	(1, 318, 49, 162),(89, 329, 85, 63),(170, 272, 81, 65),(197, 221, 37, 61),(203, 327, 66, 90)	soda can	(0,0,0,1,0)
680	meeting_small	meeting_small_1	10	cereal box,flashlight,bowl,soda can,coffee mug	cereal_box_1,flashlight_2,bowl_3,soda_can_1,coffee_mug_5	(1, 318, 49, 162),(89, 329, 85, 63),(170, 272, 81, 65),(197, 221, 37, 61),(203, 327, 66, 90)	coffee mug	(0,0,0,0,1)
677	meeting_small	meeting_small_1	100	flashlight,bowl,flashlight,coffee mug,coffee mug,cereal box,bowl,cap,cereal box,cap	flashlight_5,bowl_3,flashlight_2,coffee_mug_6,coffee_mug_5,cereal_box_1,bowl_2,cap_1,cereal_box_2,cap_3	(1, 293, 38, 56),(31, 137, 81, 49),(124, 156, 82, 25),(131, 264, 116, 89),(168, 100, 55, 50),(267, 44, 68, 164),(316, 98, 76, 49),(397, 101, 70, 61),(436, 72, 102, 203),(551, 149, 89, 72)	yellow flashlight	(1,0,0,0,0,0,0,0,0,0)
678	meeting_small	meeting_small_1	100	flashlight,bowl,flashlight,coffee mug,coffee mug,cereal box,bowl,cap,cereal box,cap	flashlight_5,bowl_3,flashlight_2,coffee_mug_6,coffee_mug_5,cereal_box_1,bowl_2,cap_1,cereal_box_2,cap_3	(1, 293, 38, 56),(31, 137, 81, 49),(124, 156, 82, 25),(131, 264, 116, 89),(168, 100, 55, 50),(267, 44, 68, 164),(316, 98, 76, 49),(397, 101, 70, 61),(436, 72, 102, 203),(551, 149, 89, 72)	The bowl close to the flashlight	(0,1,0,0,0,0,0,0,0,0)
679	meeting_small	meeting_small_1	100	flashlight,bowl,flashlight,coffee mug,coffee mug,cereal box,bowl,cap,cereal box,cap	flashlight_5,bowl_3,flashlight_2,coffee_mug_6,coffee_mug_5,cereal_box_1,bowl_2,cap_1,cereal_box_2,cap_3	(1, 293, 38, 56),(31, 137, 81, 49),(124, 156, 82, 25),(131, 264, 116, 89),(168, 100, 55, 50),(267, 44, 68, 164),(316, 98, 76, 49),(397, 101, 70, 61),(436, 72, 102, 203),(551, 149, 89, 72)	red flashlight	(0,0,1,0,0,0,0,0,0,0)
680	meeting_small	meeting_small_1	100	flashlight,bowl,flashlight,coffee mug,coffee mug,cereal box,bowl,cap,cereal box,cap	flashlight_5,bowl_3,flashlight_2,coffee_mug_6,coffee_mug_5,cereal_box_1,bowl_2,cap_1,cereal_box_2,cap_3	(1, 293, 38, 56),(31, 137, 81, 49),(124, 156, 82, 25),(131, 264, 116, 89),(168, 100, 55, 50),(267, 44, 68, 164),(316, 98, 76, 49),(397, 101, 70, 61),(436, 72, 102, 203),(551, 149, 89, 72)	cream coffee mug	(0,0,0,1,0,0,0,0,0,0)
681	meeting_small	meeting_small_1	100	flashlight,bowl,flashlight,coffee mug,coffee mug,cereal box,bowl,cap,cereal box,cap	flashlight_5,bowl_3,flashlight_2,coffee_mug_6,coffee_mug_5,cereal_box_1,bowl_2,cap_1,cereal_box_2,cap_3	(1, 293, 38, 56),(31, 137, 81, 49),(124, 156, 82, 25),(131, 264, 116, 89),(168, 100, 55, 50),(267, 44, 68, 164),(316, 98, 76, 49),(397, 101, 70, 61),(436, 72, 102, 203),(551, 149, 89, 72)	white coffee mug	(0,0,0,0,1,0,0,0,0,0)
682	meeting_small	meeting_small_1	100	flashlight,bowl,flashlight,coffee mug,coffee mug,cereal box,bowl,cap,cereal box,cap	flashlight_5,bowl_3,flashlight_2,coffee_mug_6,coffee_mug_5,cereal_box_1,bowl_2,cap_1,cereal_box_2,cap_3	(1, 293, 38, 56),(31, 137, 81, 49),(124, 156, 82, 25),(131, 264, 116, 89),(168, 100, 55, 50),(267, 44, 68, 164),(316, 98, 76, 49),(397, 101, 70, 61),(436, 72, 102, 203),(551, 149, 89, 72)	orange cereal box	(0,0,0,0,0,1,0,0,0,0)
